Latitude,Longitude,Note,State,Station,Fiscal Year,Value
44.810951,-73.086411,,Vermont,"St. Albans, Vermont",2022,3621
44.335072,-72.752472,,Vermont,"Waterbury, Vermont",2022,4423
43.64786,-72.31753,,Vermont,"White River Junction, Vermont",2022,12310
43.480442,-72.385452,,Vermont,"Windsor, Vermont",2022,1195
38.806244,-77.062645,,Virginia,"Alexandria, Virginia",2022,211971
37.759235,-77.481674,,Virginia,"Ashland, Virginia",2022,21894
38.797271,-77.29879,,Virginia,"Burke Centre, Virginia",2022,12786
38.032032,-78.492111,,Virginia,"Charlottesville, Virginia",2022,125270
37.811771,-79.836494,,Virginia,"Clifton Forge, Virginia",2022,1475
38.472923,-77.993042,,Virginia,"Culpeper, Virginia",2022,13816
36.583698,-79.384315,,Virginia,"Danville, Virginia",2022,5765
38.298557,-77.456932,,Virginia,"Fredericksburg, Virginia",2022,72354
38.705963,-77.221375,,Virginia,"Lorton (Auto Train), Virginia",2022,269381
37.407024,-79.157463,,Virginia,"Lynchburg, Virginia",2022,48326
38.750034,-77.473846,,Virginia,"Manassas, Virginia",2022,28823
37.019356,-76.45105,,Virginia,"Newport News, Virginia",2022,70645
36.85351544,-76.29112252,,Virginia,"Norfolk, Virginia",2022,129791
37.241619,-77.42897,,Virginia,"Petersburg, Virginia",2022,33311
38.522011,-77.293045,,Virginia,"Quantico, Virginia",2022,16174
37.53406,-77.42979,,Virginia,"Richmond - Main Street, Virginia",2022,74794
37.61425,-77.496582,,Virginia,"Richmond - Staples Mill, Virginia",2022,303204
37.2731571,-79.9423058,,Virginia,"Roanoke, Virginia",2022,66721
38.147781,-79.072723,,Virginia,"Staunton, Virginia",2022,4748
37.275726,-76.708054,,Virginia,"Williamsburg, Virginia",2022,48083
38.657444,-77.248276,,Virginia,"Woodbridge, Virginia",2022,18994
48.720486,-122.509888,,Washington,"Bellingham, Washington",2022,129
45.715385,-121.469093,,Washington,"Bingen-White Salmon, Washington",2022,2191
46.717422,-122.951881,,Washington,"Centralia, Washington",2022,16339
47.811295,-122.383072,,Washington,"Edmonds, Washington",2022,4223
47.320595,-119.548645,,Washington,"Ephrata, Washington",2022,2441
47.979282,-122.215622,,Washington,"Everett, Washington",2022,11914
46.142624,-122.911766,,Washington,"Kelso-Longview, Washington",2022,19711
47.5965,-120.660324,,Washington,"Leavenworth, Washington",2022,6624
48.435589,-122.329781,,Washington,"Mount Vernon, Washington",2022,22
46.990662,-122.795807,,Washington,"Olympia/Lacey, Washington",2022,40882
46.233597,-119.084244,,Washington,"Pasco, Washington",2022,15038
47.598911,-122.32843,,Washington,"Seattle, Washington",2022,384726
47.656986,-117.413063,,Washington,"Spokane, Washington",2022,34053
48.242638,-122.349935,,Washington,"Stanwood, Washington",2022,10
47.241829,-122.418472,,Washington,"Tacoma, Washington",2022,66689
47.46112072,-122.2425806,,Washington,"Tukwila, Washington",2022,23337
45.629803,-122.684723,,Washington,"Vancouver, Washington",2022,73546
47.421623,-120.30584,,Washington,"Wenatchee, Washington",2022,9002
45.65731,-120.966316,,Washington,"Wishram, Washington",2022,872
37.724239,-80.644646,,West Virginia,"Alderson, West Virginia",2022,315
38.35199,-81.646721,,West Virginia,"Charleston*, West Virginia",2022,6641
39.325043,-77.733559,,West Virginia,"Harpers Ferry, West Virginia",2022,6539
37.677071,-80.888634,,West Virginia,"Hinton, West Virginia",2022,2572
38.415405,-82.440842,,West Virginia,"Huntington, West Virginia",2022,3102
39.458271,-77.961502,,West Virginia,"Martinsburg, West Virginia",2022,8148
38.180702,-81.324074,,West Virginia,"Montgomery, West Virginia",2022,340
37.858707,-81.054222,,West Virginia,"Prince, West Virginia",2022,1555
37.956665,-81.078056,,West Virginia,"Thurmond, West Virginia",2022,382
37.785419,-80.305809,,West Virginia,"White Sulphur Springs, West Virginia",2022,4293
43.340668,-89.012482,,Wisconsin,"Columbus, Wisconsin",2022,8460
43.8223169,-91.3569994,,Wisconsin,"La Crosse, Wisconsin",2022,16399
43.034016,-87.916481,,Wisconsin,"Milwaukee, Wisconsin",2022,379535
42.94174654,-87.92447572,,Wisconsin,"Milwaukee Airport, Wisconsin",2022,84621
43.546612,-89.469139,,Wisconsin,"Portage, Wisconsin",2022,4810
42.71879402,-87.90560196,,Wisconsin,"Sturtevant, Wisconsin",2022,36289
43.985725,-90.504166,,Wisconsin,"Tomah, Wisconsin",2022,8351
43.624786,-89.775078,,Wisconsin,"Wisconsin Dells, Wisconsin",2022,10505
